date;device-id;rssi;snr;payload
2024-02-21T18:58:40.301905408Z;eui-70b3d57ed00633b8;-41;14.25;11011;20.15;42.69;986.09;;;;;;;
2024-02-21T19:04:04.870178249Z;eui-70b3d57ed00633b8;-45;14;11011;20.15;42.96;985.90;;;;42.00;5.00;40.20;33.69
2024-02-21T19:05:43.741881980Z;eui-70b3d57ed00633b8;-47;13.75;11011;20.15;42.98;985.95;;;;42.00;5.00;40.20;33.69
2024-02-21T19:06:50.047695732Z;eui-70b3d57ed00633b8;-48;13.5;11011;20.24;42.77;985.85;;;;42.00;5.00;40.20;33.69
2024-02-21T19:07:56.376812620Z;eui-70b3d57ed00633b8;-47;11.75;11011;20.20;42.98;985.86;;;;42.00;5.00;40.20;33.69
2024-02-21T19:09:02.698016149Z;eui-70b3d57ed00633b8;-45;13.75;11011;20.24;42.61;985.87;;;;42.00;5.00;40.20;33.69
2024-02-21T19:10:09.002060882Z;eui-70b3d57ed00633b8;-43;9;11011;20.18;42.98;985.76;;;;42.00;5.00;40.20;33.69
2024-02-21T19:11:15.324320764Z;eui-70b3d57ed00633b8;-46;13.5;11011;20.15;43.01;985.83;;;;42.00;5.00;40.20;33.69
2024-02-21T19:12:21.631538304Z;eui-70b3d57ed00633b8;-50;14;11011;20.16;42.70;985.79;;;;42.00;5.00;40.20;33.69
2024-02-21T19:13:27.964273058Z;eui-70b3d57ed00633b8;-45;13.5;11011;20.19;42.46;985.71;;;;42.00;5.00;40.20;33.69
2024-02-21T19:14:34.265019129Z;eui-70b3d57ed00633b8;-47;11.75;11011;20.17;42.97;985.72;;;;42.00;5.00;40.20;33.69
2024-02-21T19:15:40.589928313Z;eui-70b3d57ed00633b8;-43;13.5;11011;20.14;43.05;985.76;;;;42.00;5.00;40.20;33.69
2024-02-21T19:16:46.917393595Z;eui-70b3d57ed00633b8;-46;13.5;11011;20.11;40.90;985.71;;;;42.00;5.00;40.20;33.69
2024-02-21T19:17:53.227503670Z;eui-70b3d57ed00633b8;-47;11.5;11011;20.04;40.00;985.67;;;;42.00;5.00;40.20;33.69
2024-02-21T19:18:59.524257130Z;eui-70b3d57ed00633b8;-44;13.5;11011;20.02;40.45;985.73;;;;42.00;5.00;40.20;33.69
2024-02-21T19:20:05.848479519Z;eui-70b3d57ed00633b8;-45;14;11011;20.10;40.48;985.67;;;;42.00;5.00;40.20;33.69
2024-02-21T19:21:12.171163874Z;eui-70b3d57ed00633b8;-45;14.25;11011;20.08;40.51;985.57;;;;42.00;5.00;40.20;33.69
2024-02-21T19:22:18.476910610Z;eui-70b3d57ed00633b8;-46;13;11011;20.02;40.80;985.62;;;;42.00;5.00;40.20;33.69
2024-02-21T19:23:24.792481169Z;eui-70b3d57ed00633b8;-43;13.75;11011;19.97;41.11;985.63;;;;42.00;5.00;40.20;33.69
2024-02-21T19:27:43.002616228Z;eui-70b3d57ed00633b8;-40;12;11011;19.90;41.63;985.65;;;;42.00;5.00;40.20;33.69
2024-02-21T19:29:27.461882998Z;eui-70b3d57ed00633b8;-40;13.25;11011;19.89;41.66;985.61;;;;42.00;5.00;40.20;33.69
2024-02-21T19:30:45.505724581Z;eui-70b3d57ed00633b8;-43;13.5;11011;19.92;41.62;985.48;;;;42.00;5.00;40.20;33.69
2024-02-21T19:31:51.776396265Z;eui-70b3d57ed00633b8;-44;10.75;11011;19.97;41.46;985.53;;;;42.00;5.00;40.20;33.69
2024-02-21T19:32:58.091979238Z;eui-70b3d57ed00633b8;-46;13.5;11011;19.92;41.55;985.50;;;;42.00;5.00;40.20;33.69
2024-02-21T19:34:03.403239447Z;eui-70b3d57ed00633b8;-44;13.5;11011;19.89;41.53;985.55;;;;42.00;5.00;40.20;33.69
2024-02-21T19:35:09.706375703Z;eui-70b3d57ed00633b8;-47;11.5;11011;19.84;41.67;985.53;;;;42.00;5.00;40.20;33.69
2024-02-21T19:36:15.011684032Z;eui-70b3d57ed00633b8;-42;11;11011;19.80;41.73;985.48;;;;42.00;5.00;40.20;33.69
2024-02-21T19:37:21.306529445Z;eui-70b3d57ed00633b8;-45;13.5;11011;19.76;41.80;985.46;;;;42.00;5.00;40.20;33.69
2024-02-21T19:38:27.598810053Z;eui-70b3d57ed00633b8;-47;13.75;11011;19.66;42.11;985.42;;;;42.00;5.00;40.20;33.69
2024-02-21T19:39:33.879676287Z;eui-70b3d57ed00633b8;-47;13.75;11011;19.64;42.18;985.46;;;;42.00;5.00;40.20;33.69
2024-02-21T19:40:40.171305334Z;eui-70b3d57ed00633b8;-49;13.5;11011;19.59;42.19;985.43;;;;42.00;5.00;40.20;33.69
2024-02-21T19:41:46.475164138Z;eui-70b3d57ed00633b8;-52;13.5;11011;19.55;42.27;985.37;;;;42.00;5.00;40.20;33.69
2024-02-21T19:42:52.768489685Z;eui-70b3d57ed00633b8;-47;13.75;11011;19.51;42.28;985.27;;;;42.00;5.00;40.20;33.69
2024-02-21T19:43:59.062103805Z;eui-70b3d57ed00633b8;-48;11.75;11011;19.50;42.39;985.31;;;;42.00;5.00;40.20;33.69
2024-02-21T19:45:05.361736588Z;eui-70b3d57ed00633b8;-51;13.75;11011;19.47;42.44;985.30;;;;42.00;5.00;40.20;33.69
2024-02-21T19:49:50.317463515Z;eui-70b3d57ed00633b8;-51;13.25;11011;19.39;42.62;985.20;;;;42.00;5.00;40.20;33.69
2024-02-21T19:51:08.340911342Z;eui-70b3d57ed00633b8;-32;13.75;11011;19.39;42.61;985.11;;;;42.00;5.00;40.20;33.69
2024-02-21T19:52:26.349079158Z;eui-70b3d57ed00633b8;-34;14.25;11011;19.38;42.62;985.16;;;;42.00;5.00;40.20;33.69
2024-02-21T19:53:44.383800771Z;eui-70b3d57ed00633b8;-40;13.5;11011;19.44;42.58;985.06;;;;42.00;5.00;40.20;33.69
2024-02-21T19:55:02.403625345Z;eui-70b3d57ed00633b8;-41;13.25;11011;19.48;42.40;985.05;;;;42.00;5.00;40.20;33.69
2024-02-21T19:56:08.695975829Z;eui-70b3d57ed00633b8;-46;13.75;11011;19.47;42.30;984.99;;;;42.00;5.00;40.20;33.69
2024-02-21T19:57:14.995644836Z;eui-70b3d57ed00633b8;-58;13.75;11011;19.47;42.27;984.98;;;;42.00;5.00;40.20;33.69
2024-02-21T19:58:21.283264828Z;eui-70b3d57ed00633b8;-57;13.25;11011;19.38;42.48;984.97;;;;42.00;5.00;40.20;33.69
2024-02-21T19:59:26.594960638Z;eui-70b3d57ed00633b8;-58;11.5;11011;19.34;42.64;984.84;;;;42.00;5.00;40.20;33.69
2024-02-21T20:00:32.900070809Z;eui-70b3d57ed00633b8;-43;9.25;11011;19.32;42.65;984.92;;;;42.00;5.00;40.20;33.69
2024-02-21T20:01:39.180023271Z;eui-70b3d57ed00633b8;-42;13.25;11011;19.29;42.79;984.90;;;;42.00;5.00;40.20;33.69
2024-02-21T20:02:45.480963123Z;eui-70b3d57ed00633b8;-45;13.75;11011;19.33;42.75;984.91;;;;42.00;5.00;40.20;33.69
2024-02-21T20:03:51.790604007Z;eui-70b3d57ed00633b8;-42;13.5;11011;19.35;42.60;984.88;;;;42.00;5.00;40.20;33.69
2024-02-21T20:04:58.066930981Z;eui-70b3d57ed00633b8;-44;13.75;11011;19.39;42.45;984.96;;;;42.00;5.00;40.20;33.69
2024-02-21T20:06:04.366698098Z;eui-70b3d57ed00633b8;-46;8.75;11011;19.35;42.51;984.97;;;;42.00;5.00;40.20;33.69
2024-02-21T20:07:10.656509478Z;eui-70b3d57ed00633b8;-42;13.5;11011;19.41;42.50;984.86;;;;42.00;5.00;40.20;33.69
2024-02-21T20:08:16.940118157Z;eui-70b3d57ed00633b8;-45;13;11011;19.38;42.51;984.76;;;;42.00;5.00;40.20;33.69
2024-02-21T20:09:23.240723462Z;eui-70b3d57ed00633b8;-46;13.25;11011;19.39;42.37;984.77;;;;42.00;5.00;40.20;33.69
2024-02-21T20:10:29.523477138Z;eui-70b3d57ed00633b8;-43;13.5;11011;19.39;42.37;984.80;;;;42.00;5.00;40.20;33.69
2024-02-21T20:11:35.817937294Z;eui-70b3d57ed00633b8;-43;14;11011;19.42;42.45;984.74;;;;42.00;5.00;40.20;33.69
2024-02-21T20:12:42.115408219Z;eui-70b3d57ed00633b8;-44;11;11011;19.39;42.47;984.69;;;;42.00;5.00;40.20;33.69
2024-02-21T20:13:48.411525868Z;eui-70b3d57ed00633b8;-45;13.75;11011;19.40;42.47;984.66;;;;42.00;5.00;40.20;33.69
2024-02-21T20:14:54.714042652Z;eui-70b3d57ed00633b8;-44;13.5;11011;19.39;42.32;984.67;;;;42.00;5.00;40.20;33.69
2024-02-21T20:16:00.994778795Z;eui-70b3d57ed00633b8;-44;14;11011;19.37;42.49;984.60;;;;42.00;5.00;40.20;33.69
2024-02-21T20:17:07.288005340Z;eui-70b3d57ed00633b8;-46;13.5;11011;19.31;42.61;984.61;;;;42.00;5.00;40.20;33.69
2024-02-21T20:18:13.578218788Z;eui-70b3d57ed00633b8;-45;13.5;11011;19.34;42.52;984.57;;;;42.00;5.00;40.20;33.69
2024-02-22T10:27:34.431924487Z;eui-70b3d57ed00633b8;-49;14.75;11011;18.98;46.27;972.10;;;;42.00;5.00;40.20;33.69
2024-02-22T10:29:13.293410319Z;eui-70b3d57ed00633b8;-52;13.25;11011;18.99;46.21;972.05;;;;42.00;5.00;40.20;33.69
2024-02-22T10:30:19.588066832Z;eui-70b3d57ed00633b8;-49;11;11011;19.59;45.40;971.64;;;;42.00;5.00;40.20;33.69
2024-02-22T10:31:24.896409733Z;eui-70b3d57ed00633b8;-50;13.75;11011;19.66;45.04;971.53;;;;42.00;5.00;40.20;33.69
2024-02-22T10:32:31.191966076Z;eui-70b3d57ed00633b8;-49;13.5;11011;19.74;44.77;971.55;;;;42.00;5.00;40.20;33.69
2024-02-22T10:33:37.494648470Z;eui-70b3d57ed00633b8;-55;10.75;11011;19.76;44.49;971.58;;;;42.00;5.00;40.20;33.69
2024-02-22T10:34:43.786969805Z;eui-70b3d57ed00633b8;-54;13.5;11011;19.80;44.41;971.52;;;;42.00;5.00;40.20;33.69
2024-02-22T10:35:50.084532080Z;eui-70b3d57ed00633b8;-54;13.75;11011;19.82;44.43;971.53;;;;42.00;5.00;40.20;33.69
2024-02-22T10:36:56.380557407Z;eui-70b3d57ed00633b8;-48;11.75;11011;19.77;44.36;971.50;;;;42.00;5.00;40.20;33.69
2024-02-22T10:38:02.658274308Z;eui-70b3d57ed00633b8;-50;13.5;11011;19.85;44.54;971.52;;;;42.00;5.00;40.20;33.69
2024-02-22T10:39:08.952685541Z;eui-70b3d57ed00633b8;-48;13.5;11011;19.98;44.03;971.48;;;;42.00;5.00;40.20;33.69
2024-02-22T10:40:15.245485656Z;eui-70b3d57ed00633b8;-48;13.5;11011;20.10;43.86;971.45;;;;42.00;5.00;40.20;33.69
2024-02-22T10:41:21.537147785Z;eui-70b3d57ed00633b8;-49;14;11011;20.12;43.53;971.34;;;;42.00;5.00;40.20;33.69
2024-02-22T10:42:27.834743095Z;eui-70b3d57ed00633b8;-54;11.5;11011;20.15;43.50;971.37;;;;42.00;5.00;40.20;33.69
2024-02-22T10:43:34.135951204Z;eui-70b3d57ed00633b8;-56;14.25;11011;20.18;43.60;971.32;;;;42.00;5.00;40.20;33.69
2024-02-22T10:44:40.421934024Z;eui-70b3d57ed00633b8;-56;13.25;11011;20.17;43.51;971.38;;;;42.00;5.00;40.20;33.69
2024-02-22T10:45:46.725922931Z;eui-70b3d57ed00633b8;-52;13.75;11011;20.18;43.47;971.31;;;;42.00;5.00;40.20;33.69
2024-02-22T10:46:53.005488222Z;eui-70b3d57ed00633b8;-50;13.75;11011;20.18;43.45;971.32;;;;42.00;5.00;40.20;33.69
2024-02-22T10:47:59.316351017Z;eui-70b3d57ed00633b8;-52;13.5;11011;20.19;43.42;971.25;;;;42.00;5.00;40.20;33.69
2024-02-22T10:49:05.590572561Z;eui-70b3d57ed00633b8;-51;10.5;11011;20.19;43.45;971.25;;;;42.00;5.00;40.20;33.69
2024-02-22T10:50:11.895482848Z;eui-70b3d57ed00633b8;-56;8.5;11011;20.18;43.51;971.28;;;;42.00;5.00;40.20;33.69
2024-02-22T10:51:18.193098813Z;eui-70b3d57ed00633b8;-54;13.25;11011;20.15;43.39;971.18;;;;42.00;5.00;40.20;33.69
2024-02-22T10:52:24.484245221Z;eui-70b3d57ed00633b8;-53;13.5;11011;20.12;43.51;971.16;;;;42.00;5.00;40.20;33.69
2024-02-22T10:53:30.773509334Z;eui-70b3d57ed00633b8;-51;13.5;11011;20.16;43.42;971.22;;;;42.00;5.00;40.20;33.69
2024-02-22T10:54:37.079001900Z;eui-70b3d57ed00633b8;-53;11.5;11011;20.17;43.42;971.19;;;;42.00;5.00;40.20;33.69
2024-02-22T10:55:43.356075406Z;eui-70b3d57ed00633b8;-56;14.5;11011;20.14;43.38;971.22;;;;42.00;5.00;40.20;33.69
2024-02-22T10:56:49.664658596Z;eui-70b3d57ed00633b8;-57;11.25;11011;20.14;43.42;971.14;;;;42.00;5.00;40.20;33.69
2024-02-22T10:57:55.949220141Z;eui-70b3d57ed00633b8;-55;13.25;11011;20.14;43.45;971.09;;;;42.00;5.00;40.20;33.69
2024-02-22T10:59:02.248658597Z;eui-70b3d57ed00633b8;-53;13.25;11011;20.15;43.24;971.11;;;;42.00;5.00;40.20;33.69
2024-02-22T11:00:08.541126853Z;eui-70b3d57ed00633b8;-66;13.5;11011;20.16;43.28;971.18;;;;42.00;5.00;40.20;33.69
2024-02-22T11:01:14.833898496Z;eui-70b3d57ed00633b8;-82;11.5;11011;19.99;43.68;971.12;;;;42.00;5.00;40.20;33.69
2024-02-22T11:02:21.128561910Z;eui-70b3d57ed00633b8;-52;9.75;11011;19.84;44.38;971.07;;;;42.00;5.00;40.20;33.69
2024-02-22T11:03:27.420909287Z;eui-70b3d57ed00633b8;-56;13.5;11011;19.83;44.25;971.06;;;;42.00;5.00;40.20;33.69
2024-02-22T11:04:33.718155537Z;eui-70b3d57ed00633b8;-53;14;11011;19.90;44.05;971.02;;;;42.00;5.00;40.20;33.69
2024-02-22T11:05:40.001030961Z;eui-70b3d57ed00633b8;-57;13.25;11011;19.93;44.25;971.04;;;;42.00;5.00;40.20;33.69
2024-02-22T11:06:46.311887971Z;eui-70b3d57ed00633b8;-65;13.5;11011;19.87;44.24;970.99;;;;42.00;5.00;40.20;33.69
2024-02-22T11:07:52.587324182Z;eui-70b3d57ed00633b8;-64;10;11011;19.83;44.32;970.95;;;;42.00;5.00;40.20;33.69
2024-02-22T11:08:58.879232388Z;eui-70b3d57ed00633b8;-65;13.5;11011;19.81;44.15;970.91;;;;42.00;5.00;40.20;33.69
2024-02-22T11:10:05.180001936Z;eui-70b3d57ed00633b8;-58;14;11011;19.82;43.87;970.91;;;;42.00;5.00;40.20;33.69
2024-02-22T11:11:11.483210298Z;eui-70b3d57ed00633b8;-63;11.25;11011;19.88;43.74;970.84;;;;42.00;5.00;40.20;33.69
2024-02-22T11:12:17.765446743Z;eui-70b3d57ed00633b8;-63;13;11011;19.89;44.01;970.86;;;;42.00;5.00;40.20;33.69
2024-02-22T11:16:18.320537711Z;eui-70b3d57ed00633b8;-57;15.75;11011;19.87;43.86;970.77;;;;42.00;5.00;40.20;33.69
2024-02-22T11:17:45.985143189Z;eui-70b3d57ed00633b8;-55;14;11011;19.86;43.85;970.79;;;;42.00;5.00;40.20;33.69
2024-02-22T11:19:03.075718429Z;eui-70b3d57ed00633b8;-55;13.25;11011;20.04;43.92;970.79;50.047283;10.206152;206.90;42.00;5.00;40.20;33.69
2024-02-22T11:20:24.626709897Z;eui-70b3d57ed00633b8;-62;13.25;11011;19.90;44.00;970.72;;;;42.00;5.00;40.20;33.69
2024-02-22T11:21:30.921563189Z;eui-70b3d57ed00633b8;-59;10;11011;19.92;44.06;970.70;;;;42.00;5.00;40.20;33.69
2024-02-22T11:22:37.220302606Z;eui-70b3d57ed00633b8;-64;13.25;11011;19.92;43.70;970.67;;;;42.00;5.00;40.20;33.69
2024-02-22T11:23:43.507096263Z;eui-70b3d57ed00633b8;-71;13.25;11011;19.87;43.87;970.64;;;;42.00;5.00;40.20;33.69
2024-02-22T11:24:49.812558055Z;eui-70b3d57ed00633b8;-61;11.5;11011;19.90;43.87;970.66;;;;42.00;5.00;40.20;33.69
2024-02-22T11:25:56.094436597Z;eui-70b3d57ed00633b8;-58;13;11011;19.91;43.96;970.69;;;;42.00;5.00;40.20;33.69
2024-02-22T11:27:02.393936894Z;eui-70b3d57ed00633b8;-62;11.25;11011;19.88;43.87;970.63;;;;42.00;5.00;40.20;33.69
2024-02-22T11:28:08.692311141Z;eui-70b3d57ed00633b8;-59;13.25;11011;19.94;43.58;970.63;;;;42.00;5.00;40.20;33.69
2024-02-22T11:29:14.991978811Z;eui-70b3d57ed00633b8;-56;13.75;11011;19.93;43.96;970.56;;;;42.00;5.00;40.20;33.69
2024-02-22T11:30:21.274348282Z;eui-70b3d57ed00633b8;-57;13.25;11011;19.93;43.59;970.56;;;;42.00;5.00;40.20;33.69
2024-02-22T11:31:27.574592774Z;eui-70b3d57ed00633b8;-58;14;11011;19.61;44.47;970.62;;;;42.00;5.00;40.20;33.69
2024-02-22T11:32:33.855984014Z;eui-70b3d57ed00633b8;-60;13.25;11011;19.56;45.01;970.51;;;;42.00;5.00;40.20;33.69
2024-02-22T11:33:40.151756513Z;eui-70b3d57ed00633b8;-61;13.75;11011;19.62;44.87;970.42;;;;42.00;5.00;40.20;33.69
2024-02-22T11:34:46.447277421Z;eui-70b3d57ed00633b8;-58;13.75;11011;19.69;44.78;970.35;;;;42.00;5.00;40.20;33.69
2024-02-22T11:35:52.743489166Z;eui-70b3d57ed00633b8;-57;13.5;11011;19.77;44.65;970.26;;;;42.00;5.00;40.20;33.69
2024-02-22T11:36:59.039174174Z;eui-70b3d57ed00633b8;-55;11.25;11011;19.89;44.42;970.22;;;;42.00;5.00;40.20;33.69
2024-02-22T11:38:05.343009646Z;eui-70b3d57ed00633b8;-72;10.5;11011;19.97;44.26;970.14;;;;42.00;5.00;40.20;33.69
2024-02-22T11:39:11.622699165Z;eui-70b3d57ed00633b8;-74;12.25;11011;19.95;44.10;970.18;;;;42.00;5.00;40.20;33.69
2024-02-22T11:40:16.982600288Z;eui-70b3d57ed00633b8;-69;12.75;11011;20.00;44.11;970.14;50.047337;10.206036;202.30;42.00;5.00;40.20;33.69
2024-02-22T11:41:23.287886864Z;eui-70b3d57ed00633b8;-62;13;11011;19.98;43.82;970.08;;;;42.00;5.00;40.20;33.69
2024-02-22T11:42:29.571263302Z;eui-70b3d57ed00633b8;-63;11.5;11011;20.03;43.70;970.08;;;;42.00;5.00;40.20;33.69
2024-02-22T11:43:35.862302847Z;eui-70b3d57ed00633b8;-62;12.5;11011;20.06;43.57;970.08;;;;42.00;5.00;40.20;33.69
2024-02-22T11:44:42.160520509Z;eui-70b3d57ed00633b8;-65;9.5;11011;20.05;43.76;970.08;;;;42.00;5.00;40.20;33.69
2024-02-22T11:45:48.448490889Z;eui-70b3d57ed00633b8;-54;13.5;11011;20.07;43.60;970.06;;;;42.00;5.00;40.20;33.69
2024-02-22T11:46:54.746842397Z;eui-70b3d57ed00633b8;-60;14.25;11011;20.11;43.45;970.07;;;;42.00;5.00;40.20;33.69
2024-02-22T11:48:01.044710288Z;eui-70b3d57ed00633b8;-62;12.75;11011;20.14;43.60;970.01;;;;42.00;5.00;40.20;33.69
2024-02-22T11:49:06.407536400Z;eui-70b3d57ed00633b8;-57;14.25;11011;20.12;43.21;969.97;50.047295;10.206140;243.00;42.00;5.00;40.20;33.69
2024-02-22T11:50:12.684170153Z;eui-70b3d57ed00633b8;-61;12.75;11011;20.09;43.66;969.99;;;;42.00;5.00;40.20;33.69
2024-02-22T11:51:18.982955136Z;eui-70b3d57ed00633b8;-61;9.75;11011;20.14;43.70;969.90;;;;42.00;5.00;40.20;33.69
2024-02-22T11:52:25.277067124Z;eui-70b3d57ed00633b8;-64;13.25;11011;20.12;43.96;969.82;;;;42.00;5.00;40.20;33.69
2024-02-22T11:53:30.636093668Z;eui-70b3d57ed00633b8;-64;13.5;11011;20.05;44.30;969.87;50.047325;10.205950;247.40;42.00;5.00;40.20;33.69
2024-02-22T11:54:36.927220703Z;eui-70b3d57ed00633b8;-60;13.5;11011;20.15;44.09;969.81;;;;42.00;5.00;40.20;33.69
2024-02-22T11:55:43.226254093Z;eui-70b3d57ed00633b8;-61;12.75;11011;20.17;43.91;969.80;;;;42.00;5.00;40.20;33.69
2024-02-22T11:56:49.504348643Z;eui-70b3d57ed00633b8;-64;11.5;11011;20.22;44.22;969.75;;;;42.00;5.00;40.20;33.69
2024-02-22T11:57:55.808304184Z;eui-70b3d57ed00633b8;-65;13.5;11011;20.25;44.31;969.71;;;;42.00;5.00;40.20;33.69
2024-02-22T11:59:02.102368389Z;eui-70b3d57ed00633b8;-63;13;11011;20.24;44.53;969.75;;;;42.00;5.00;40.20;33.69
2024-02-22T12:00:08.403156743Z;eui-70b3d57ed00633b8;-57;13.5;11011;20.24;44.10;969.75;;;;42.00;5.00;40.20;33.69
2024-02-22T12:01:14.685054817Z;eui-70b3d57ed00633b8;-67;13.75;11011;20.28;44.16;969.66;;;;42.00;5.00;40.20;33.69
2024-02-22T12:02:20.969157475Z;eui-70b3d57ed00633b8;-65;9.5;11011;20.27;43.81;969.61;;;;42.00;5.00;40.20;33.69
2024-02-22T12:03:27.272926949Z;eui-70b3d57ed00633b8;-62;13;11011;20.26;43.65;969.60;;;;42.00;5.00;40.20;33.69
2024-02-22T12:04:33.560410751Z;eui-70b3d57ed00633b8;-60;12.25;11011;20.29;43.93;969.60;;;;42.00;5.00;40.20;33.69
2024-02-22T12:05:39.859795419Z;eui-70b3d57ed00633b8;-66;13.5;11011;20.32;43.93;969.50;;;;42.00;5.00;40.20;33.69
